date,nation,visitor,growth,share,tourism,business,official_affairs,studying,others
2019-11,UK,11542,14.65183272,0.79248628,9931,123,15,40,1433
2019-11,Germany,9819,3.816874604,0.674183225,7750,227,38,391,1413
2019-11,France,8111,5.777256129,0.556910086,6369,225,55,490,972
2019-11,Italy,4422,1.889400922,0.303619332,3547,80,17,103,675
2019-11,Netherland,3188,2.607016415,0.218891549,2339,26,9,184,630
2019-11,Ukraine,2146,-9.604043808,0.147346695,712,91,3,11,1329
2019-11,Spain,2610,5.241935484,0.17920544,2211,26,14,121,238
2019-11,Romania,1040,12.92073833,0.071407532,607,5,6,4,418
2019-11,Norway,837,-23.28139322,0.057469331,656,27,2,29,123
2019-11,Sweden,1600,3.492884864,0.109857741,1354,26,7,93,120
2019-11,Poland,2019,5.541035024,0.138626737,1333,10,1,28,647
2019-11,Swiss,1172,-1.677852349,0.080470795,1037,23,1,40,71
2019-11,Portugal,976,16.74641148,0.067013222,853,5,0,15,103
2019-11,Austria,1113,8.69140625,0.076419791,902,7,6,30,168
2019-11,Finland,1206,10.23765996,0.082805272,801,8,1,48,348
2019-11,Belgium,1205,19.66236346,0.082736611,941,24,3,76,161
2019-11,Croatia,543,14.55696203,0.037282971,294,7,1,5,236
2019-11,Greece,891,15.11627907,0.06117703,609,16,3,0,263
2019-11,Bulgaria,471,1.072961373,0.032339373,275,4,5,3,184
2019-11,Denmark,1120,23.21232123,0.076900419,907,11,11,59,132
2019-11,Ireland,768,10.66282421,0.052731716,632,4,2,4,126
2019-11,Europe others,4053,25.09259259,0.27828339,2799,50,27,58,1119
2019-11,Austrailia,13346,13.96123303,0.916350883,11750,89,59,36,1412
2019-11,New Zealand,3365,18.48591549,0.231044562,2765,23,8,5,564
2019-11,Oceania others,285,-53.95799677,0.01956841,207,1,14,3,60
2019-11,South Africa,698,-0.285714286,0.04792544,440,4,3,1,250
2019-11,Africa others,4043,28.88109659,0.27759678,1873,903,112,106,1049
2019-11,Stateless,31,-56.94444444,0.002128494,23,2,0,0,6
2019-11,Overseas Korean,15233,-25.532851,1.045914356,0,0,0,0,15233
2019-12,China,508877,22.24421602,34.92904053,433577,3951,682,13284,57383
2019-12,Japan,255356,-1.224271916,17.52749697,248793,1738,166,769,3890
2019-12,Taiwan,90379,3.517432538,6.203565408,88881,79,13,267,1139
2019-12,Hong Kong,71751,20.49675881,4.924949619,70638,49,3,185,876
2019-12,Macao,8342,22.26293419,0.572590343,8316,2,0,9,15
2019-12,Phillipines,43281,1.479484174,2.970784302,28484,117,106,69,14505
2019-12,Indonesia,29716,13.90241098,2.039690079,23216,126,216,117,6041
2019-12,Thailand,55850,3.376152223,3.833513626,49231,53,224,119,6223
2019-12,Vietnam,30721,2.938614127,2.108672733,18158,1136,295,4005,7127
2019-12,India,10208,20.9478673,0.700671568,3697,2183,88,100,4140
2019-12,Malaysia,57764,3.77077158,3.964889545,55329,119,3,89,2224
2019-12,Singapore,42216,4.327196343,2.897683281,40707,112,13,76,1308
2019-12,Mongolia,10042,22.43355279,0.689277419,8531,65,299,535,612
2019-12,Uzbekistan,5461,-0.943225104,0.37484007,2341,532,7,252,2329
2019-12,Myanmar,6900,25.6372906,0.473612247,1964,8,40,70,4818
2019-12,*GCC,2459,4.150783566,0.168784423,2293,34,17,43,72
2019-12,Kazakhstan,3388,9.044093981,0.232550477,2415,8,2,57,906
2019-12,Turkey,2505,31.28930818,0.171941838,1322,13,37,26,1107
2019-12,Cambodia,3822,41.87082405,0.262340001,1796,37,73,36,1880
2019-12,Sri Lanka,1313,21.57407407,0.090123606,211,47,2,7,1046
2019-12,Bangladesh,1597,31.33223684,0.109617211,289,148,94,52,1014
2019-12,Pakistan,1159,21.61594963,0.07955313,404,166,20,81,488
2019-12,Israel,839,-4.767309875,0.057588504,788,9,2,5,35
2019-12,Iran,253,18.22429907,0.017365782,114,69,5,20,45
2019-12,Asia others,6468,6.627101879,0.443960002,3273,390,142,211,2452
2019-12,USA,77387,8.960477592,5.311801594,58743,365,3436,355,14488
2019-12,Canada,15292,8.584818576,1.049634564,11377,38,30,49,3798
2019-12,Brazil,1933,36.70438472,0.132680069,1561,13,8,22,329
2019-12,Mexico,2382,28.13340506,0.163499185,1852,6,1,62,461
2019-12,America others,2490,17.67485822,0.170912246,1969,9,28,49,435
2019-12,Russia,26570,15.48157163,1.82375035,18951,172,22,107,7318
2019-12,UK,8735,12.17413638,0.59956565,7356,103,16,47,1213
2019-12,Germany,7304,10.09948749,0.501342588,5714,139,21,265,1165
2019-12,France,6752,16.13347093,0.463453608,5202,203,34,426,887
2019-12,Italy,3084,18.47867845,0.211684083,2299,52,9,39,685
2019-12,Netherland,2459,6.45021645,0.168784423,1802,23,8,100,526
2019-12,Ukraine,2180,18.0292366,0.149634014,600,60,3,8,1509
2019-12,Spain,1733,17.41192412,0.118952178,1425,12,17,68,211
2019-12,Romania,774,8.707865169,0.053126939,349,8,1,3,413
2019-12,Norway,663,-11.00671141,0.045507959,557,22,1,30,53
2019-12,Sweden,1290,6.965174129,0.088544898,1105,18,9,62,96
2019-12,Poland,1407,8.900928793,0.096575715,789,12,0,21,585
2019-12,Swiss,1014,22.02166065,0.069600409,896,14,4,18,82
2019-12,Portugal,1003,6.929637527,0.068845375,901,2,0,13,87
2019-12,Austria,781,25.3611557,0.053607415,611,2,2,26,140
2019-12,Finland,1065,-1.388888889,0.073101021,697,7,0,28,333
2019-12,Belgium,754,-1.566579634,0.05175415,570,11,3,29,141
2019-12,Croatia,381,-16.44736842,0.026151633,181,3,1,1,195
2019-12,Greece,754,15.46707504,0.05175415,476,18,0,1,259
2019-12,Bulgaria,442,23.46368715,0.03033864,173,1,3,4,261
2019-12,Denmark,782,16.36904762,0.053676055,583,11,5,25,158
2019-12,Ireland,645,25.48638132,0.044272449,487,7,3,2,146
2019-12,Europe others,2941,17.45207668,0.201868641,1802,34,13,51,1041
2019-12,Austrailia,19289,12.31512752,1.32398647,17818,67,25,42,1337
2019-12,New Zealand,4355,27.4882904,0.298924832,3595,14,10,3,733
2019-12,Oceania others,252,-35.05154639,0.017297143,154,2,4,0,92
2019-12,South Africa,922,8.089097304,0.063285579,665,3,0,3,251
2019-12,Africa others,3078,13.74722838,0.211272246,1273,644,66,93,1002
2019-12,Stateless,47,-38.96103896,0.003226054,36,1,0,0,10
2019-12,Overseas Korean,5281,-71.96623845,0.362484968,0,0,0,0,5281
2020-1,China,481681,22.62317535,37.8469374,393336,2813,99,10433,75000
2020-1,Japan,203969,-1.238100772,16.0263784,194840,2804,141,1035,5149
2020-1,Taiwan,110354,25.4678582,8.670802729,108623,95,20,285,1331
2020-1,Hong Kong,66962,86.54446178,5.261379672,65837,51,8,171,895
2020-1,Macao,5347,108.0544747,0.420127791,5312,4,0,14,17
2020-1,Phillipines,30702,0.751484921,2.41233653,15002,155,169,211,15165
2020-1,Indonesia,19443,3.189682624,1.527687419,14336,98,46,231,4732
2020-1,Thailand,38466,-6.938597765,3.022374339,31232,44,110,126,6954
2020-1,Vietnam,30232,49.78942675,2.375407399,18058,747,54,3122,8251
2020-1,India,9249,6.66589782,0.726718147,2391,2094,56,166,4542
2020-1,Malaysia,27549,24.85384092,2.164597064,24541,101,1,139,2767
2020-1,Singapore,10738,8.959918823,0.843712776,9157,80,7,54,1440
2020-1,Mongolia,12323,25.93765968,0.968250376,10081,83,359,840,960
2020-1,Uzbekistan,6135,6.621480709,0.482043014,2025,474,7,625,3004
2020-1,Myanmar,5654,6.901115523,0.444249584,1273,9,47,98,4227
2020-1,*GCC,2158,21.50900901,0.16955971,1812,51,5,111,179
2020-1,Kazakhstan,4325,21.01287073,0.339826575,2815,21,5,130,1354
2020-1,Turkey,2208,23.69747899,0.173488341,952,20,8,33,1195
2020-1,Cambodia,4257,57.95918367,0.334483636,2302,35,151,53,1716
2020-1,Sri Lanka,1377,6.993006993,0.108194496,119,26,2,27,1203
2020-1,Bangladesh,1299,4.170008019,0.102065831,189,110,19,95,886
2020-1,Pakistan,1014,-1.744186047,0.079672635,229,166,23,181,415
2020-1,Israel,803,-0.248447205,0.063093813,723,13,2,5,60
2020-1,Iran,176,-4.347826087,0.013828781,57,44,1,20,54
2020-1,Asia others,4808,5.577514273,0.377777149,1566,352,80,290,2520
2020-1,USA,67255,7.201491943,5.28440145,43866,495,3712,286,18896
2020-1,Canada,13809,10.82664526,1.085009287,8793,52,33,41,4890
2020-1,Brazil,1801,12.21183801,0.141509286,1310,15,13,35,428
2020-1,Mexico,2113,14.03130059,0.166023943,1478,7,15,65,548
2020-1,America others,2514,10.94439541,0.197531563,1890,11,45,116,452
2020-1,Russia,28891,14.67412876,2.270041518,20746,192,42,139,7772
2020-1,UK,9117,-10.15963737,0.716346562,6811,186,22,72,2026
2020-1,Germany,6617,-3.401459854,0.519915016,4648,239,34,205,1491
2020-1,France,5982,7.319698601,0.470021403,3951,303,53,392,1283
2020-1,Italy,2880,5.455876968,0.226289141,2006,138,26,55,655
2020-1,Netherland,2556,12.64874394,0.200831613,1560,30,9,69,888
2020-1,Ukraine,1955,-13.57206012,0.153609469,493,78,8,33,1343
2020-1,Spain,1560,14.03508772,0.122573285,1121,42,26,65,306
2020-1,Romania,856,-1.834862385,0.067258161,372,17,7,10,450
2020-1,Norway,543,-32.20973783,0.042664932,437,29,6,23,48
2020-1,Sweden,847,-13.74745418,0.066551008,696,33,5,12,101
2020-1,Poland,1558,17.67371601,0.122416139,734,18,4,23,779
2020-1,Swiss,762,2.008032129,0.059872335,614,25,4,20,99
2020-1,Portugal,720,27.65957447,0.056572285,614,5,0,10,91
2020-1,Austria,690,-11.08247423,0.054215107,457,13,3,15,202
2020-1,Finland,885,3.02677532,0.069536767,465,11,1,20,388
2020-1,Belgium,722,1.833568406,0.05672943,471,27,3,23,198
2020-1,Croatia,467,-4.887983707,0.036693413,223,6,3,2,233
2020-1,Greece,623,-19.61290323,0.048950741,379,37,8,0,199
2020-1,Bulgaria,351,-18.56148492,0.027578989,132,4,2,13,200
2020-1,Denmark,665,-11.45139814,0.052250791,484,19,18,15,129
2020-1,Ireland,715,20.16806723,0.056179422,471,10,3,6,225
2020-1,Europe others,3219,8.566610455,0.252925259,1925,19,14,82,1179
2020-1,Austrailia,14039,-1.722086104,1.10308099,12320,86,19,26,1588
2020-1,New Zealand,3553,30.3853211,0.279168513,2638,10,15,7,883
2020-1,Oceania others,163,-73.45276873,0.012807337,88,0,4,1,70
2020-1,South Africa,1272,27.2,0.099944371,509,10,3,7,743
2020-1,Africa others,2926,8.773234201,0.229903481,944,492,68,209,1213
2020-1,Stateless,61,12.96296296,0.00479293,43,0,0,1,17
2020-1,Overseas Korean,8792,-43.37240757,0.690810461,0,0,0,0,8792
2020-2,China,104086,-77.04216561,15.19033525,49520,715,11,20753,33087
2020-2,Japan,211199,-0.938555347,30.8224316,205007,1162,64,1536,3430
2020-2,Taiwan,53042,-43.90592117,7.740961921,51881,52,11,393,705
2020-2,Hong Kong,20966,-59.14016215,3.059782958,20369,24,2,284,287
2020-2,Macao,503,-87.31719617,0.073407938,476,0,0,22,5
2020-2,Phillipines,20332,-30.59329556,2.967256849,12730,69,89,177,7267
2020-2,Indonesia,15800,-12.77946453,2.305855706,12155,47,80,374,3144
2020-2,Thailand,31777,-18.97756247,4.637542833,25382,32,200,185,5978
2020-2,Vietnam,30313,-28.13589057,4.42388633,9197,626,49,9647,10794
2020-2,India,5839,-29.72680226,0.85214503,2061,972,19,284,2503
2020-2,Malaysia,18541,-32.53893174,2.705877889,15459,68,8,430,2576
2020-2,Singapore,5909,-39.65482026,0.862360846,4592,49,3,132,1133
2020-2,Mongolia,6399,-30.26373147,0.933871561,5210,42,264,427,456
2020-2,Uzbekistan,6888,-3.65086026,1.005236336,2074,700,0,1141,2973
2020-2,Myanmar,4319,-19.52673747,0.630315873,1271,7,19,186,2836
2020-2,*GCC,789,-46.61705007,0.115146845,610,35,3,78,63
2020-2,Kazakhstan,3204,-15.10333863,0.467592512,1773,13,2,171,1245
2020-2,Turkey,1784,1.076487252,0.260357378,520,11,8,98,1147
2020-2,Cambodia,2568,-30.87483176,0.374774522,754,22,104,124,1564
2020-2,Sri Lanka,1088,-28.23218997,0.158782975,146,26,0,37,879
2020-2,Bangladesh,996,-39.85507246,0.145356474,115,85,25,149,622
2020-2,Pakistan,1037,-27.93606671,0.151340023,221,150,22,236,408
2020-2,Israel,352,-53.74507227,0.051370963,329,4,1,8,10
2020-2,Iran,160,-51.36778116,0.023350438,35,25,1,56,43
2020-2,Asia others,4558,-11.49514563,0.665195589,1409,446,63,316,2324
2020-2,USA,42439,-26.48964179,6.193557614,26407,219,2200,848,12765
2020-2,Canada,9046,-33.24477898,1.320175362,5834,16,22,109,3065
2020-2,Brazil,1188,-12.25997046,0.173376999,769,6,3,71,339
2020-2,Mexico,1543,7.526132404,0.225185782,878,1,4,135,525
2020-2,America others,2601,12.694974,0.37959055,1893,4,24,217,463
2020-2,Russia,22157,10.77946103,3.233597777,15487,155,10,288,6217
2020-2,UK,5566,-29.32960894,0.812303346,3936,68,15,123,1424
2020-2,Germany,5599,-18.45324789,0.817119373,3725,133,19,491,1231
2020-2,France,5120,-12.17838765,0.747214001,3355,123,27,907,708
2020-2,Italy,1718,-27.93624161,0.250725323,1045,38,4,77,554
2020-2,Netherland,2067,-12.30377599,0.301658465,1076,16,2,158,815
2020-2,Ukraine,1618,-22.21153846,0.2361313,653,80,3,52,830
2020-2,Spain,1068,-22.21412964,0.155864171,750,4,8,111,195
2020-2,Romania,471,-38.91050584,0.06873785,228,5,1,18,219
2020-2,Norway,441,-23.57019064,0.064359643,354,10,0,54,23
2020-2,Sweden,650,-29.88133765,0.094861152,491,14,2,83,60
2020-2,Poland,1206,-4.739336493,0.176003923,559,12,0,52,583
2020-2,Swiss,566,-35.4618016,0.082602173,432,11,2,62,59
2020-2,Portugal,299,-55.37313433,0.04363613,206,3,0,18,72
2020-2,Austria,668,-10.45576408,0.097488077,497,4,2,39,126
2020-2,Finland,780,-16.39871383,0.113833383,354,6,0,97,323
2020-2,Belgium,547,-16.36085627,0.079829308,343,8,3,35,158
2020-2,Croatia,286,-36.01789709,0.041738907,162,4,0,9,111
2020-2,Greece,663,9.225700165,0.096758376,463,14,0,4,182
2020-2,Bulgaria,218,-33.12883436,0.031814971,126,0,2,6,84
2020-2,Denmark,640,-7.780979827,0.09340175,500,7,5,54,74
2020-2,Ireland,465,-24.14355628,0.067862209,265,7,0,12,181
2020-2,Europe others,2432,-9.050112191,0.35492665,1372,26,12,161,861
2020-2,Austrailia,6857,-17.69295403,1.000712188,5689,44,15,82,1027
2020-2,New Zealand,1912,2.630166398,0.279037728,1288,5,4,5,610
2020-2,Oceania others,123,-71.26168224,0.017950649,76,4,3,5,35
2020-2,South Africa,1004,-15.70109152,0.146523995,328,7,1,6,662
2020-2,Africa others,3156,-9.20598389,0.46058738,1113,519,58,431,1035
2020-2,Stateless,40,2.564102564,0.005837609,26,2,0,1,11
2020-2,Overseas Korean,7609,-47.37533716,1.110459245,0,0,0,0,7609
2020-3,China,16595,-96.5967561,19.87496557,5040,115,2,7388,4050
2020-3,Japan,8347,-97.77483945,9.996766351,6478,282,16,868,703
2020-3,Taiwan,585,-99.40615166,0.700623975,274,6,1,125,179
2020-3,Hong Kong,262,-99.43127551,0.313783729,173,4,0,51,34
2020-3,Macao,16,-99.47523778,0.019162365,11,1,0,4,0
2020-3,Phillipines,4539,-88.27162089,5.436123454,2048,13,33,67,2378
2020-3,Indonesia,3760,-85.32740186,4.503155802,1030,6,7,373,2344
2020-3,Thailand,2371,-95.53483992,2.83962298,1059,21,11,124,1156
2020-3,Vietnam,4048,-91.38558447,4.848078374,941,15,5,2200,887
2020-3,India,1587,-85.09299267,1.90066709,555,42,5,92,893
2020-3,Malaysia,890,-97.81803918,1.06590656,289,4,1,102,494
2020-3,Singapore,219,-99.00927392,0.262284873,159,5,6,13,36
2020-3,Mongolia,674,-92.27418615,0.807214631,191,5,9,357,112
2020-3,Uzbekistan,782,-90.69601428,0.936560595,89,19,0,260,414
2020-3,Myanmar,2519,-64.12191995,3.016874858,741,0,0,109,1669
2020-3,*GCC,77,-97.45117511,0.092218882,26,5,1,19,26
2020-3,Kazakhstan,567,-88.46388606,0.679066314,144,4,1,95,323
2020-3,Turkey,242,-90.44233807,0.289830772,114,2,0,21,105
2020-3,Cambodia,1183,-52.69892043,1.416817371,45,10,6,35,1087
2020-3,Sri Lanka,441,-70.48192771,0.528162689,20,1,0,19,401
2020-3,Bangladesh,566,-66.78403756,0.677868666,77,8,1,133,347
2020-3,Pakistan,474,-63.02652106,0.567685067,70,44,5,138,217
2020-3,Israel,68,-95.78425294,0.081440052,61,2,0,3,2
2020-3,Iran,34,-91.09947644,0.040720026,9,1,1,12,11
2020-3,Asia others,1561,-76.7673761,1.869528247,75,79,14,500,893
2020-3,USA,10570,-87.45772768,12.65913745,3995,47,598,79,5851
2020-3,Canada,2405,-87.11837172,2.880343006,1022,3,9,21,1350
2020-3,Brazil,291,-82.60609683,0.348515516,107,3,4,18,159
2020-3,Mexico,388,-82.37164925,0.464687354,150,1,2,26,209
2020-3,America others,456,-85.78553616,0.546127406,239,3,8,46,160
2020-3,Russia,5300,-81.06601886,6.347533444,2189,42,4,115,2950
2020-3,UK,1173,-90.84523531,1.404840892,550,26,9,44,544
2020-3,Germany,1195,-89.27481601,1.431189145,611,41,8,121,414
2020-3,France,1217,-83.70598474,1.457537397,528,62,19,184,424
2020-3,Italy,248,-93.0784259,0.297016659,73,13,2,18,142
2020-3,Netherland,597,-79.39958592,0.714995748,156,5,0,29,407
2020-3,Ukraine,630,-73.39527027,0.754518126,214,30,2,7,377
2020-3,Spain,255,-87.29446936,0.305400194,127,6,5,26,91
2020-3,Romania,173,-83.42911877,0.207193073,86,3,2,6,76
2020-3,Norway,97,-88.69463869,0.116171839,53,4,1,19,20
2020-3,Sweden,188,-87.10562414,0.22515779,115,4,1,38,30
2020-3,Poland,322,-83.57142857,0.385642598,134,12,0,12,164
2020-3,Swiss,105,-91.42156863,0.125753021,60,4,0,14,27
2020-3,Portugal,61,-92.59708738,0.073056517,23,1,0,1,36
2020-3,Austria,96,-89.46212953,0.114974191,35,3,0,5,53
2020-3,Finland,144,-86.69131238,0.172461286,30,0,1,14,99
2020-3,Belgium,164,-88.28571429,0.196414242,62,6,2,8,86
2020-3,Croatia,84,-82.82208589,0.100602417,65,2,0,2,15
2020-3,Greece,199,-75.21793275,0.238331916,129,4,2,5,59
2020-3,Bulgaria,80,-82.41758242,0.095811826,40,0,0,8,32
2020-3,Denmark,114,-88.61138861,0.136531851,91,0,2,10,11
2020-3,Ireland,106,-85.35911602,0.126950669,29,5,0,1,71
2020-3,Europe others,538,-83.6969697,0.644334527,257,1,3,63,214
2020-3,Austrailia,760,-93.80249531,0.910212343,363,15,3,12,367
2020-3,New Zealand,275,-88.78008976,0.32935315,90,3,4,4,174
2020-3,Oceania others,50,-88.37209302,0.059882391,16,0,2,0,32
2020-3,South Africa,237,-74.92063492,0.283842533,29,0,0,0,208
2020-3,Africa others,946,-75.09215377,1.132974837,103,134,6,145,558
2020-3,Stateless,11,-80.70175439,0.013174126,7,0,0,0,4
2020-3,Overseas Korean,1615,-91.59947984,1.934201229,0,0,0,0,1615
2020-4,China,3935,-99.20223011,13.37752847,522,71,0,1112,2230
2020-4,Japan,360,-99.87590144,1.223865375,58,53,2,49,198
2020-4,Taiwan,155,-99.8629192,0.526942036,48,8,0,12,87
2020-4,Hong Kong,35,-99.9540103,0.118986911,17,2,0,8,8
2020-4,Macao,1,-99.97679814,0.003399626,1,0,0,0,0
2020-4,Phillipines,1130,-98.30139045,3.841577426,438,1,5,6,680
2020-4,Indonesia,1864,-94.06879435,6.336902941,572,2,5,83,1202
2020-4,Thailand,299,-99.57117861,1.016488186,107,1,7,5,179
2020-4,Vietnam,6597,-89.5565863,22.42733299,420,5,7,5334,831
2020-4,India,210,-98.37624681,0.713921469,46,7,4,2,151
2020-4,Malaysia,152,-99.65238073,0.516743158,29,1,0,61,61
2020-4,Singapore,48,-99.79405329,0.16318205,17,5,3,3,20
2020-4,Mongolia,616,-91.87549459,2.094169641,60,2,5,359,190
2020-4,Uzbekistan,7,-99.90512334,0.023797382,1,0,0,1,5
2020-4,Myanmar,763,-89.50770077,2.593914669,41,1,0,33,688
2020-4,*GCC,25,-99.23430322,0.084990651,0,5,0,0,20
2020-4,Kazakhstan,15,-99.67518406,0.050994391,4,0,0,4,7
2020-4,Turkey,26,-99.07997169,0.088390277,2,1,0,0,23
2020-4,Cambodia,547,-89.72769953,1.859595445,17,4,0,3,523
2020-4,Sri Lanka,183,-87.61840325,0.622131566,29,0,0,2,152
2020-4,Bangladesh,11,-99.16540212,0.037395886,2,0,0,0,9
2020-4,Pakistan,67,-94.49917898,0.227774945,6,4,0,11,46
2020-4,Israel,21,-99.05447996,0.071392147,1,2,2,0,16
2020-4,Iran,13,-95.63758389,0.044195139,0,2,0,6,5
2020-4,Asia others,36,-99.46761313,0.122386537,2,5,0,7,22
2020-4,USA,6417,-93.74097772,21.81540031,1793,32,227,7,4358
2020-4,Canada,422,-98.02443706,1.434642189,135,3,0,0,284
2020-4,Brazil,52,-97.64918626,0.176780554,8,2,0,3,39
2020-4,Mexico,55,-98.33232262,0.186979432,12,0,3,1,39
2020-4,America others,83,-98.12302126,0.282168961,11,1,1,2,68
2020-4,Russia,1223,-96.42449934,4.157742648,128,4,1,5,1085
2020-4,UK,298,-98.21631651,1.01308856,136,5,0,0,157
2020-4,Germany,1033,-91.9754525,3.5118137,30,9,2,4,988
2020-4,France,280,-97.58953168,0.951895292,100,8,3,7,162
2020-4,Italy,55,-98.74457886,0.186979432,11,5,1,2,36
2020-4,Netherland,385,-90.58449499,1.308856026,9,3,2,1,370
2020-4,Ukraine,116,-95.49339549,0.394356621,60,0,4,0,52
2020-4,Spain,31,-98.84241972,0.105388407,11,1,0,1,18
2020-4,Romania,82,-93.80196523,0.278769335,40,0,0,0,42
2020-4,Norway,35,-97.64942915,0.118986911,6,5,0,0,24
2020-4,Sweden,35,-98.40036563,0.118986911,7,3,2,0,23
2020-4,Poland,83,-96.39287266,0.282168961,14,1,0,1,67
2020-4,Swiss,33,-98.52415027,0.112187659,18,1,0,2,12
2020-4,Portugal,26,-97.81879195,0.088390277,1,1,0,0,24
2020-4,Austria,68,-94.03508772,0.231174571,1,0,0,1,66
2020-4,Finland,35,-97.25490196,0.118986911,5,1,0,0,29
2020-4,Belgium,57,-96.17449664,0.193778684,7,3,0,0,47
2020-4,Croatia,22,-96.19377163,0.074791773,14,0,0,0,8
2020-4,Greece,76,-90.47619048,0.258371579,30,6,0,0,40
2020-4,Bulgaria,43,-94.20485175,0.14618392,24,0,0,0,19
2020-4,Denmark,27,-98.05335256,0.091789903,5,1,0,0,21
2020-4,Ireland,22,-97.76876268,0.074791773,5,0,1,0,16
2020-4,Europe others,70,-98.38449111,0.237973823,14,1,0,1,54
2020-4,Austrailia,124,-99.37807202,0.421553629,28,0,4,0,92
2020-4,New Zealand,98,-97.42240926,0.333163352,19,0,5,0,74
2020-4,Oceania others,13,-97.23991507,0.044195139,0,0,0,0,13
2020-4,South Africa,22,-98.10181191,0.074791773,2,0,0,0,20
2020-4,Africa others,177,-95.41213064,0.601733809,11,5,0,11,150
2020-4,Stateless,3,-95.3125,0.010198878,0,0,0,0,3
2020-4,Overseas Korean,698,-96.54010112,2.372938977,0,0,0,0,698
